CANMOREID,NMRSNAME,ALTNAME,SITETYPE,COUNTY,COUNCIL,PARISH,ACCURACY,URL,LINK,XCOORD,YCOORD,archaeology,EX,EV,WB,EXC_19C,EXC_1900_1950,EXC_1951_1999,EXC_post2000,NOTES,REFS
25715,GRANDTULLY DISTILLERY,LUNDIN FARM,"BARROW (PREHISTORIC)(POSSIBLE), DUN (PERIOD UNASSIGNED)(POSSIBLE)",PERTHSHIRE,PERTH AND KINROSS,LOGIERAIT,NGR given to the nearest 10m,https://canmore.org.uk/site/25715/,https://canmore.org.uk/site/25715/,288260,750670,None,0,0,0,,,,,,
23671,CASTLES,,"BUILDING (MEDIEVAL)(POSSIBLE), DUN (LATER PREHISTORIC)",ARGYLL,ARGYLL AND BUTE,GLENORCHY AND INISHAIL (ARGYLL AND BUTE),NGR given to the nearest 1m,https://canmore.org.uk/site/23671/,https://canmore.org.uk/site/23671/,213805,729677,None,0,0,0,,,,,,
23675,"BEACON HILL, DUN ATHAICH","DUNCAN BAN MACINTYRE, MEMORIAL, DUN ATHAICK","COMMEMORATIVE MONUMENT (19TH CENTURY), CROSS INCISED STONE (POST MEDIEVAL), DUN (PERIOD UNASSIGNED)",ARGYLL,ARGYLL AND BUTE,GLENORCHY AND INISHAIL (ARGYLL AND BUTE),NGR given to the nearest 1m,https://canmore.org.uk/site/23675/,https://canmore.org.uk/site/23675/,214420,725860,None,0,0,0,,,,,,
23678,TOM A' CHAISTEIL,TOM A' CHAISTEAL,DUN (LATER PREHISTORIC),ARGYLL,ARGYLL AND BUTE,GLENORCHY AND INISHAIL (ARGYLL AND BUTE),NGR given to the nearest 1m,https://canmore.org.uk/site/23678/,https://canmore.org.uk/site/23678/,213947,724767,None,0,0,0,,,,,,
22062,"DUN URGADUL, MULL",,DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,KILNINIAN AND KILMORE,NGR given to the nearest 10m,https://canmore.org.uk/site/22062/,https://canmore.org.uk/site/22062/,149470,755270,None,0,0,0,,,,,,
22079,"AN SEAN DUN, MULL",BALIACRACH,"BROCH (IRON AGE)(POSSIBLE), DUN (PERIOD UNASSIGNED)",ARGYLL,ARGYLL AND BUTE,KILNINIAN AND KILMORE,NGR given to the nearest 10m,https://canmore.org.uk/site/22079/,https://canmore.org.uk/site/22079/,143100,756240,None,0,0,0,,,,,,
22657,"LISMORE, DUN CHRUBAN",,DUN (LATER PREHISTORIC),ARGYLL,ARGYLL AND BUTE,LISMORE AND APPIN (ARGYLL AND BUTE),NGR given to the nearest 1m,https://canmore.org.uk/site/22657/,https://canmore.org.uk/site/22657/,179240,735987,None,0,0,0,,,,,,
22658,"LISMORE, AN DUN, SLOC A' BHRIGHIDE",,DUN (LATER PREHISTORIC),ARGYLL,ARGYLL AND BUTE,LISMORE AND APPIN (ARGYLL AND BUTE),NGR given to the nearest 10m,https://canmore.org.uk/site/22658/,https://canmore.org.uk/site/22658/,179980,736510,None,0,0,0,,,,,,
22821,"DUN DUBH, FORD",,DUN (PREHISTORIC),ARGYLL,ARGYLL AND BUTE,KILMARTIN,NGR given to the nearest 10m,https://canmore.org.uk/site/22821/,https://canmore.org.uk/site/22821/,186400,704790,None,0,0,0,,,,,,
22836,BEINN AN DUIN,,DUN (PREHISTORIC),ARGYLL,ARGYLL AND BUTE,CRAIGNISH,NGR given to the nearest 10m,https://canmore.org.uk/site/22836/,https://canmore.org.uk/site/22836/,180790,704990,None,0,0,0,,,,,,
23105,"DUN MOR, BALYGRUNDLE, LISMORE",,DUN (LATER PREHISTORIC),ARGYLL,ARGYLL AND BUTE,LISMORE AND APPIN (ARGYLL AND BUTE),NGR given to the nearest 1m,https://canmore.org.uk/site/23105/,https://canmore.org.uk/site/23105/,183719,740024,None,0,0,0,,,,,,
23106,"LISMORE, DUN CUILEIN",,DUN (LATER PREHISTORIC),ARGYLL,ARGYLL AND BUTE,LISMORE AND APPIN (ARGYLL AND BUTE),NGR given to the nearest 10m,https://canmore.org.uk/site/23106/,https://canmore.org.uk/site/23106/,182500,740180,None,0,0,0,,,,,,
22105,"DUN AULADH, MULL",,DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,KILNINIAN AND KILMORE,NGR given to the nearest 10m,https://canmore.org.uk/site/22105/,https://canmore.org.uk/site/22105/,140810,752120,None,0,0,0,,,,,,
22113,"DUN NAN GALL, MULL",,DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,KILNINIAN AND KILMORE,NGR given to the nearest 10m,https://canmore.org.uk/site/22113/,https://canmore.org.uk/site/22113/,140080,753110,None,0,0,0,,,,,,
22119,"DERVAIG, MULL",,DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,KILNINIAN AND KILMORE,NGR given to the nearest 10m,https://canmore.org.uk/site/22119/,https://canmore.org.uk/site/22119/,142970,751700,None,0,0,0,,,,,,
21495,"TIREE, CAOLAS, DUN BEAG",,"DUN (PERIOD UNASSIGNED)(POSSIBLE), ENCLOSURE (PERIOD UNASSIGNED), UNIDENTIFIED POTTERY (PERIOD UNASSIGNED)",ARGYLL,ARGYLL AND BUTE,TIREE,NGR given to the nearest 10m,https://canmore.org.uk/site/21495/,https://canmore.org.uk/site/21495/,107770,749360,None,0,0,0,,,,,,
21499,"TIREE, AN DUN, RUBHA SGIBINIS","DUN SGIBINIS, DUN RUBHA SGIBINIS",DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,TIREE,NGR given to the nearest 10m,https://canmore.org.uk/site/21499/,https://canmore.org.uk/site/21499/,107690,747090,['trench'],0,0,0,,,,,ˇA robber trench indicates the line of the inner face of the wal,
21501,"TIREE, SALUM BAY, AN DUNAN",,DUN (PERIOD UNASSIGNED)(POSSIBLE),ARGYLL,ARGYLL AND BUTE,TIREE,NGR given to the nearest 10m,https://canmore.org.uk/site/21501/,https://canmore.org.uk/site/21501/,106550,749040,None,0,0,0,,,,,,
21506,"TIREE, BALEPHETRISH, AN DUN",,DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,TIREE,NGR given to the nearest 10m,https://canmore.org.uk/site/21506/,https://canmore.org.uk/site/21506/,101340,748030,['trench'],0,0,0,,,,,been reduced by stone-robbing,
21508,"TIREE, DUN AN T'SITHEAN",,DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,TIREE,NGR given to the nearest 10m,https://canmore.org.uk/site/21508/,https://canmore.org.uk/site/21508/,103500,745450,None,0,0,0,,,,,,
21669,"TRESHNISH ISLES, LUNGA, DÎN CRUIT",,"DUN (PERIOD UNASSIGNED)(POSSIBLE), STRUCTURE (PERIOD UNASSIGNED), WALL(S) (PERIOD UNASSIGNED)",ARGYLL,ARGYLL AND BUTE,KILFINICHEN AND KILVICKEON,NGR given to the nearest 10m,https://canmore.org.uk/site/21669/,https://canmore.org.uk/site/21669/,127600,742060,None,0,0,0,,,,,,
22702,RESIPOLE,RESIPOL,DUN (PREHISTORIC),ARGYLL,HIGHLAND,ARDNAMURCHAN,NGR given to the nearest 10m,https://canmore.org.uk/site/22702/,https://canmore.org.uk/site/22702/,171920,763950,None,0,0,0,,,,,,
22283,"CNOC NA SROINE, MULL",CAISTEAL NA SRIANGA,DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,KILNINIAN AND KILMORE,NGR given to the nearest 10m,https://canmore.org.uk/site/22283/,https://canmore.org.uk/site/22283/,155530,743300,['excavation'],0,0,0,,,,,,
22842,DUN MHIC CHOISH,,DUN (PREHISTORIC),ARGYLL,ARGYLL AND BUTE,KILMARTIN,NGR given to the nearest 10m,https://canmore.org.uk/site/22842/,https://canmore.org.uk/site/22842/,184630,701320,None,0,0,0,,,,,,
22843,DUN NA NIGHINN,,DUN (PREHISTORIC),ARGYLL,ARGYLL AND BUTE,KILMARTIN,NGR given to the nearest 10m,https://canmore.org.uk/site/22843/,https://canmore.org.uk/site/22843/,184910,702820,None,0,0,0,,,,,,
25039,ALLT AN DUIN,,DUN (PERIOD UNASSIGNED)(POSSIBLE),PERTHSHIRE,PERTH AND KINROSS,KENMORE (PERTH AND KINROSS),NGR given to the nearest 10m,https://canmore.org.uk/site/25039/,https://canmore.org.uk/site/25039/,272760,742580,None,0,0,0,,,,,,
25042,BRAES OF FOSS,,DUN (PERIOD UNASSIGNED),PERTHSHIRE,PERTH AND KINROSS,DULL,NGR given to the nearest 10m,https://canmore.org.uk/site/25042/,https://canmore.org.uk/site/25042/,275340,755920,None,0,0,0,,,,,,
22856,CREAG A' MHADAIDH,DUN MAC SAMHAINN,DUN (PREHISTORIC),ARGYLL,ARGYLL AND BUTE,KILMARTIN,NGR given to the nearest 1m,https://canmore.org.uk/site/22856/,https://canmore.org.uk/site/22856/,182288,700259,None,0,0,0,,,,,,
22858,EILEAN RIGH,EILEAN RIGH 2,DUN (PREHISTORIC),ARGYLL,ARGYLL AND BUTE,KILMARTIN,NGR given to the nearest 10m,https://canmore.org.uk/site/22858/,https://canmore.org.uk/site/22858/,180020,701460,['excavation'],0,0,0,,,,,,
22869,LOCH A'PHEARSAIN,,DUN (LATER PREHISTORIC),ARGYLL,ARGYLL AND BUTE,KILNINVER AND KILMELFORD,NGR given to the nearest 1m,https://canmore.org.uk/site/22869/,https://canmore.org.uk/site/22869/,185125,713944,None,0,0,0,,,,,,
22875,RUBH' AN TIGHE LOISGTE,"LOCH MELFORT, TULLICH",DUN (LATER PREHISTORIC),ARGYLL,ARGYLL AND BUTE,KILNINVER AND KILMELFORD,NGR given to the nearest 1m,https://canmore.org.uk/site/22875/,https://canmore.org.uk/site/22875/,182935,712287,['trenches'],0,0,0,,,,,approximate line of the outer face of the wall is indicated by robber trenches,
22876,ARDANSTUR,"DUN BEAG, ARDANSTUR 1",DUN (PREHISTORIC),ARGYLL,ARGYLL AND BUTE,KILNINVER AND KILMELFORD,NGR given to the nearest 1m,https://canmore.org.uk/site/22876/,https://canmore.org.uk/site/22876/,182215,713684,None,0,0,0,,,,,,
22878,ARDANSTUR 2,,"BUILDING(S) (MEDIEVAL) - (POST MEDIEVAL), DUN (PREHISTORIC)",ARGYLL,ARGYLL AND BUTE,KILNINVER AND KILMELFORD,NGR given to the nearest 1m,https://canmore.org.uk/site/22878/,https://canmore.org.uk/site/22878/,182048,713740,None,0,0,0,,,,,,
25610,BRAE OF CULTULLICH,,"DUN (PERIOD UNASSIGNED)(POSSIBLE), FARMSTEAD (PERIOD UNASSIGNED)",PERTHSHIRE,PERTH AND KINROSS,LOGIERAIT,NGR given to the nearest 10m,https://canmore.org.uk/site/25610/,https://canmore.org.uk/site/25610/,288100,749000,None,0,0,0,,,,,,
23578,"LAG NAM MORAG, ONICH",,DUN (PERIOD UNASSIGNED),INVERNESS-SHIRE,HIGHLAND,KILMALLIE,NGR given to the nearest 10m,https://canmore.org.uk/site/23578/,https://canmore.org.uk/site/23578/,202990,761910,None,0,0,0,,,,,,
25772,BLAIR ATHOLL,,DUN (PERIOD UNASSIGNED)(POSSIBLE),PERTHSHIRE,PERTH AND KINROSS,BLAIR ATHOLL,NGR given to the nearest 100m,https://canmore.org.uk/site/25772/,https://canmore.org.uk/site/25772/,287500,765700,None,0,0,0,,,,,,
23474,DUN BHUGAN,,DUN (LATER PREHISTORIC),ARGYLL,ARGYLL AND BUTE,GLENORCHY AND INISHAIL (ARGYLL AND BUTE),NGR given to the nearest 1m,https://canmore.org.uk/site/23474/,https://canmore.org.uk/site/23474/,204355,721898,None,0,0,0,,,,,,
23484,DUN NA CUAICHE,,DUN (LATER PREHISTORIC),ARGYLL,ARGYLL AND BUTE,GLENORCHY AND INISHAIL (ARGYLL AND BUTE),NGR given to the nearest 1m,https://canmore.org.uk/site/23484/,https://canmore.org.uk/site/23484/,204976,721701,None,0,0,0,,,,,,
23492,DUN LEIGH,,DUN (LATER PREHISTORIC),ARGYLL,ARGYLL AND BUTE,ARDCHATTAN AND MUCKAIRN (ARGYLL AND BUTE),NGR given to the nearest 1m,https://canmore.org.uk/site/23492/,https://canmore.org.uk/site/23492/,201825,732438,['watching brief'],0,0,1,,,,,Watching Brief (19 January 2011),
23375,"AN DUN, INVERGLEN, STRACHUR",,DUN (PREHISTORIC),ARGYLL,ARGYLL AND BUTE,STRACHUR,NGR given to the nearest 10m,https://canmore.org.uk/site/23375/,https://canmore.org.uk/site/23375/,209730,701820,['excavation'],0,0,0,,,,,,
24519,"DUN OISEIN, INVERVAR",,DUN (PERIOD UNASSIGNED)(POSSIBLE),PERTHSHIRE,PERTH AND KINROSS,FORTINGALL,NGR given to the nearest 1km,https://canmore.org.uk/site/24519/,https://canmore.org.uk/site/24519/,266000,748000,None,0,0,0,,,,,,
23261,DUN CHATHACH,ACHNACLOICH,DUN (LATER PREHISTORIC),ARGYLL,ARGYLL AND BUTE,ARDCHATTAN AND MUCKAIRN (ARGYLL AND BUTE),NGR given to the nearest 1m,https://canmore.org.uk/site/23261/,https://canmore.org.uk/site/23261/,196741,734009,None,0,0,0,,,,,,
23262,DUN CREAGACH,ACHNACLOICH,DUN (LATER PREHISTORIC),ARGYLL,ARGYLL AND BUTE,ARDCHATTAN AND MUCKAIRN (ARGYLL AND BUTE),NGR given to the nearest 1m,https://canmore.org.uk/site/23262/,https://canmore.org.uk/site/23262/,195440,734077,None,0,0,0,,,,,,
23407,PENNYMORE POINT,,DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,INVERARAY,NGR given to the nearest 10m,https://canmore.org.uk/site/23407/,https://canmore.org.uk/site/23407/,204820,700570,None,0,0,0,,,,,,
26471,CAISTEAL DUBH,,DUN (PERIOD UNASSIGNED),PERTHSHIRE,PERTH AND KINROSS,BLAIR ATHOLL,NGR given to the nearest 10m,https://canmore.org.uk/site/26471/,https://canmore.org.uk/site/26471/,290460,771210,None,0,0,0,,,,,,
25843,CREAG ODHAR,,DUN (PERIOD UNASSIGNED),PERTHSHIRE,PERTH AND KINROSS,BLAIR ATHOLL,NGR given to the nearest 10m,https://canmore.org.uk/site/25843/,https://canmore.org.uk/site/25843/,287640,763840,None,0,0,0,,,,,,
25845,TULACH HILL,,DUN (PERIOD UNASSIGNED)(POSSIBLE),PERTHSHIRE,PERTH AND KINROSS,BLAIR ATHOLL,NGR given to the nearest 10m,https://canmore.org.uk/site/25845/,https://canmore.org.uk/site/25845/,286160,764110,None,0,0,0,,,,,,
25855,BLACK CASTLE,AN CAISTEAL DUBH,DUN (PERIOD UNASSIGNED)(POSSIBLE),PERTHSHIRE,PERTH AND KINROSS,BLAIR ATHOLL,NGR given to the nearest 1m,https://canmore.org.uk/site/25855/,https://canmore.org.uk/site/25855/,288010,760803,None,0,0,0,,,,,,
25646,DUNTAYLOR,DUN,DUN (PERIOD UNASSIGNED)(POSSIBLE),PERTHSHIRE,PERTH AND KINROSS,DULL,NGR given to the nearest 100m,https://canmore.org.uk/site/25646/,https://canmore.org.uk/site/25646/,284900,748400,None,0,0,0,,,,,,
37242,"ISLAY, LOSSIT",,"DUN (LATER PREHISTORIC), PROMONTORY FORT (LATER PREHISTORIC)(POSSIBLE)",ARGYLL,ARGYLL AND BUTE,KILCHOMAN,NGR given to the nearest 1m,https://canmore.org.uk/site/37242/,https://canmore.org.uk/site/37242/,117249,656296,None,0,0,0,,,,,,
37266,"ISLAY, PORT FROIGE",,DUN (IRON AGE),ARGYLL,ARGYLL AND BUTE,KILCHOMAN,NGR given to the nearest 1m,https://canmore.org.uk/site/37266/,https://canmore.org.uk/site/37266/,117290,654893,None,0,0,0,,,,,,
24513,BAREYRA FORT,HOMESTEAD (POSSIBLE),DUN (PERIOD UNASSIGNED)(POSSIBLE),PERTHSHIRE,STIRLING,KENMORE (STIRLING),NGR given to the nearest 1km,https://canmore.org.uk/site/24513/,https://canmore.org.uk/site/24513/,260000,733000,None,0,0,0,,,,,,
37306,"ISLAY, RUBH' AN DUIN, AN DUN",LOCH INDAAL LIGHTHOUSE,DUN (PERIOD UNKNOWN)(POSSIBLE),ARGYLL,ARGYLL AND BUTE,KILCHOMAN,NGR given to the nearest 10m,https://canmore.org.uk/site/37306/,https://canmore.org.uk/site/37306/,125700,658810,None,0,0,0,,,,,,
37284,"ISLAY, LOWER KILLEYAN",,"DUN (PERIOD UNKNOWN)(POSSIBLE), LAZY BEDS (POST MEDIEVAL)",ARGYLL,ARGYLL AND BUTE,KILDALTON AND OA,NGR given to the nearest 1m,https://canmore.org.uk/site/37284/,https://canmore.org.uk/site/37284/,127264,643249,None,0,0,0,,,,,,
22457,"MULL, DUN EARBA","GARMONY, ALLT ACHADH NA MOINE",DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,TOROSAY,NGR given to the nearest 10m,https://canmore.org.uk/site/22457/,https://canmore.org.uk/site/22457/,167670,740170,None,0,0,0,,,,,,
34656,DUMBARROW HILL,,DUN (IRON AGE),ANGUS,ANGUS,KIRKDEN,NGR given to the nearest 1m,https://canmore.org.uk/site/34656/,https://canmore.org.uk/site/34656/,355153,747917,None,0,0,0,,,,,,
21408,"TIREE, DUN HIADER",DUN SHIADAIR,"BROCH (IRON AGE)(POSSIBLE), DUN (PERIOD UNASSIGNED)",ARGYLL,ARGYLL AND BUTE,TIREE,NGR given to the nearest 10m,https://canmore.org.uk/site/21408/,https://canmore.org.uk/site/21408/,96420,738870,['excavation'],0,0,0,,,,,,
37239,"ISLAY, KELSAY",,DUN (LATER PREHISTORIC),ARGYLL,ARGYLL AND BUTE,KILCHOMAN,NGR given to the nearest 1m,https://canmore.org.uk/site/37239/,https://canmore.org.uk/site/37239/,119850,655860,None,0,0,0,,,,,,
38438,DUN BARR UACHDARAICH,UPPER BARR,DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,KILLEAN AND KILCHENZIE,NGR given to the nearest 1m,https://canmore.org.uk/site/38438/,https://canmore.org.uk/site/38438/,168467,636994,None,0,0,0,,,,,,
38439,GLENACARDOCH,,DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,KILLEAN AND KILCHENZIE,NGR given to the nearest 10m,https://canmore.org.uk/site/38439/,https://canmore.org.uk/site/38439/,165950,637560,None,0,0,0,,,,,,
38440,GLENCREGGAN,GLENCREGGAN HOUSE POLICIES,DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,KILLEAN AND KILCHENZIE,NGR given to the nearest 10m,https://canmore.org.uk/site/38440/,https://canmore.org.uk/site/38440/,167290,638180,None,0,0,0,,,,,,
38441,AUCHADADUIE,AN DUNAN,DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,KILLEAN AND KILCHENZIE,NGR given to the nearest 10m,https://canmore.org.uk/site/38441/,https://canmore.org.uk/site/38441/,168300,636650,None,0,0,0,,,,,,
38442,DUN ACH' NA H-ATHA,SOUTH MUASDALE,DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,KILLEAN AND KILCHENZIE,NGR given to the nearest 1m,https://canmore.org.uk/site/38442/,https://canmore.org.uk/site/38442/,167384,638679,None,0,0,0,,,,,,
38473,DUN A' BHUIC,,DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,KILLEAN AND KILCHENZIE,NGR given to the nearest 10m,https://canmore.org.uk/site/38473/,https://canmore.org.uk/site/38473/,166580,633700,None,0,0,0,,,,,,
38474,CORPUTECHAN,CLEONGART,DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,KILLEAN AND KILCHENZIE,NGR given to the nearest 10m,https://canmore.org.uk/site/38474/,https://canmore.org.uk/site/38474/,167850,633520,None,0,0,0,,,,,,
38475,BELLOCHANTUY,,DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,KILLEAN AND KILCHENZIE,NGR given to the nearest 10m,https://canmore.org.uk/site/38475/,https://canmore.org.uk/site/38475/,166440,632390,None,0,0,0,,,,,,
39092,CRUACH A' BHARRA,,DUN (PREHISTORIC),ARGYLL,ARGYLL AND BUTE,NORTH KNAPDALE,NGR given to the nearest 10m,https://canmore.org.uk/site/39092/,https://canmore.org.uk/site/39092/,172600,687470,None,0,0,0,,,,,,
39098,DUN BHRONAIG,,DUN (PREHISTORIC),ARGYLL,ARGYLL AND BUTE,NORTH KNAPDALE,NGR given to the nearest 10m,https://canmore.org.uk/site/39098/,https://canmore.org.uk/site/39098/,172840,686550,None,0,0,0,,,,,,
39107,DUN ROSTAN,DUNROSTAN,GALLERIED DUN (IRON AGE),ARGYLL,ARGYLL AND BUTE,NORTH KNAPDALE,NGR given to the nearest 10m,https://canmore.org.uk/site/39107/,https://canmore.org.uk/site/39107/,173620,680970,['excavation'],0,0,0,,,,,,
39114,COSANDROCHAID,DUN MAC SAMHAIN,DUN (PREHISTORIC),ARGYLL,ARGYLL AND BUTE,NORTH KNAPDALE,NGR given to the nearest 10m,https://canmore.org.uk/site/39114/,https://canmore.org.uk/site/39114/,170850,682790,None,0,0,0,,,,,,
39115,PORT NA MNA MAIRBHE,,DUN (PERIOD UNASSIGNED)(POSSIBLE),ARGYLL,ARGYLL AND BUTE,NORTH KNAPDALE,NGR given to the nearest 10m,https://canmore.org.uk/site/39115/,https://canmore.org.uk/site/39115/,170240,683380,None,0,0,0,,,,,,
38478,DUN SHEALLAIDH,,DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,KILLEAN AND KILCHENZIE,NGR given to the nearest 10m,https://canmore.org.uk/site/38478/,https://canmore.org.uk/site/38478/,166580,634720,None,0,0,0,,,,,,
39127,"DUN BEAG, DRIMNAGALL",,DUN (PREHISTORIC),ARGYLL,ARGYLL AND BUTE,NORTH KNAPDALE,NGR given to the nearest 10m,https://canmore.org.uk/site/39127/,https://canmore.org.uk/site/39127/,171660,684580,None,0,0,0,,,,,,
39135,AIRD,,DUN (PREHISTORIC),ARGYLL,ARGYLL AND BUTE,CRAIGNISH,NGR given to the nearest 10m,https://canmore.org.uk/site/39135/,https://canmore.org.uk/site/39135/,176420,699210,None,0,0,0,,,,,,
39153,ARDIFUIR,,DUN (PREHISTORIC),ARGYLL,ARGYLL AND BUTE,KILMARTIN,NGR given to the nearest 10m,https://canmore.org.uk/site/39153/,https://canmore.org.uk/site/39153/,179120,697390,None,0,0,0,,,,,,
39164,CASTLE DOUNIE,CREAG MHOR,DUN (PREHISTORIC),ARGYLL,ARGYLL AND BUTE,NORTH KNAPDALE,NGR given to the nearest 10m,https://canmore.org.uk/site/39164/,https://canmore.org.uk/site/39164/,176740,693230,['evaluation'],0,1,0,,,,,Archaeological Evaluation (June 2011),"Regan, R. (2011) 'Castle Dounie, North Knapdale Forrest, Argyll, An Archaeological Evaluation. Data Structure Report.'"
39165,KILMAHUMAIG,,DUN (PREHISTORIC),ARGYLL,ARGYLL AND BUTE,NORTH KNAPDALE,NGR given to the nearest 1m,https://canmore.org.uk/site/39165/,https://canmore.org.uk/site/39165/,179106,693486,None,0,0,0,,,,,,
39811,COLACHLA,,DUN (PREHISTORIC),ARGYLL,ARGYLL AND BUTE,KILFINAN,NGR given to the nearest 10m,https://canmore.org.uk/site/39811/,https://canmore.org.uk/site/39811/,195450,668320,None,0,0,0,,,,,,
38510,"GIGHA, GALLOCHOILLE COTTAGE",,DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,GIGHA AND CARA,NGR given to the nearest 10m,https://canmore.org.uk/site/38510/,https://canmore.org.uk/site/38510/,165470,647870,None,0,0,0,,,,,,
38514,"GIGHA, DUNAN BUIDHE",DUN BUIDHE,DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,GIGHA AND CARA,NGR given to the nearest 10m,https://canmore.org.uk/site/38514/,https://canmore.org.uk/site/38514/,165290,649730,None,0,0,0,,,,,,
37344,"ISLAY, CULTOON",,DUN (LATER PREHISTORIC),ARGYLL,ARGYLL AND BUTE,KILCHOMAN,NGR given to the nearest 1m,https://canmore.org.uk/site/37344/,https://canmore.org.uk/site/37344/,121204,657550,None,0,0,0,,,,,,
37777,"ISLAY, PORT AN T-SRUTHAIN",,DUN (LATER PREHISTORIC),ARGYLL,ARGYLL AND BUTE,KILLAROW AND KILMENY,NGR given to the nearest 1m,https://canmore.org.uk/site/37777/,https://canmore.org.uk/site/37777/,138751,678176,None,0,0,0,,,,,,
37794,"ISLAY, DOODILBEG",,DUN (LATER PREHISTORIC),ARGYLL,ARGYLL AND BUTE,KILLAROW AND KILMENY,NGR given to the nearest 10m,https://canmore.org.uk/site/37794/,https://canmore.org.uk/site/37794/,133820,674700,None,0,0,0,,,,,,
38412,"MOTE HILL, GLENCRAIGS, KINTYRE",,DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,CAMPBELTOWN,NGR given to the nearest 10m,https://canmore.org.uk/site/38412/,https://canmore.org.uk/site/38412/,169330,623450,None,0,0,0,,,,,,
38429,CNOC SABHAIL,,DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,CAMPBELTOWN,NGR given to the nearest 10m,https://canmore.org.uk/site/38429/,https://canmore.org.uk/site/38429/,163620,620470,None,0,0,0,,,,,,
39052,DUN A' BHEALAICH,,DUN (PREHISTORIC),ARGYLL,ARGYLL AND BUTE,SOUTH KNAPDALE,NGR given to the nearest 10m,https://canmore.org.uk/site/39052/,https://canmore.org.uk/site/39052/,173290,676070,None,0,0,0,,,,,,
39053,A' CHRANNAG,,DUN (PREHISTORIC),ARGYLL,ARGYLL AND BUTE,SOUTH KNAPDALE,NGR given to the nearest 10m,https://canmore.org.uk/site/39053/,https://canmore.org.uk/site/39053/,172770,675890,None,0,0,0,,,,,,
39054,DUN A' CHAISTEIL,,"DUN (PREHISTORIC), FORT (PREHISTORIC)",ARGYLL,ARGYLL AND BUTE,NORTH KNAPDALE,NGR given to the nearest 10m,https://canmore.org.uk/site/39054/,https://canmore.org.uk/site/39054/,171370,677940,['excavation'],0,0,0,,,,,The alleged hut circle is now very disturbed but seems to be an excavation scoop [robber trench],
37381,"ISLAY, DUN NAN NIGHEAN",,"CUP MARKED ROCK(S) (PREHISTORIC), DUN (LATER PREHISTORIC), SUBTERRANEAN STRUCTURE (PERIOD UNKNOWN)",ARGYLL,ARGYLL AND BUTE,KILCHOMAN,NGR given to the nearest 10m,https://canmore.org.uk/site/37381/,https://canmore.org.uk/site/37381/,121080,669110,None,0,0,0,,,,,,
37394,"ISLAY, CARNDUNCAN",,DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,KILCHOMAN,NGR given to the nearest 1m,https://canmore.org.uk/site/37394/,https://canmore.org.uk/site/37394/,123972,667092,None,0,0,0,,,,,,
37980,"COLONSAY, ARDSKENISH",DUNAN NAN NIGHEAN,DUN (PERIOD UNASSIGNED),ARGYLL,ARGYLL AND BUTE,COLONSAY AND ORONSAY,NGR given to the nearest 10m,https://canmore.org.uk/site/37980/,https://canmore.org.uk/site/37980/,134700,691170,None,0,0,0,,,,,,
38253,"JURA, DUN DOIR A 'CHRORAIN",GATEHOUSE,DUN (LATER PREHISTORIC),ARGYLL,ARGYLL AND BUTE,JURA,NGR given to the nearest 1m,https://canmore.org.uk/site/38253/,https://canmore.org.uk/site/38253/,158601,677132,None,0,0,0,,,,,,
37358,"ISLAY, OCTOFAD, AN DUN","'WEST SHORE OF LOCH INDALL', LOCH INDAAL",DUN (LATER PREHISTORIC),ARGYLL,ARGYLL AND BUTE,KILCHOMAN,NGR given to the nearest 1m,https://canmore.org.uk/site/37358/,https://canmore.org.uk/site/37358/,122180,654200,None,0,0,0,,,,,,
